40541,PROCESSAMENTO DE IMAGENS DIGITAIS,default
40677,ARQUITETURA DE COMPUTADORES III,default
40548,ENGENHARIA SOFTWARE II,default
40535,TEORIAS DE LINGUAGENS,default
40557,PROGRAMAÇÃO CONCORRENTE E DISTRIBUÍDA,default
40554,REDES DE COMPUTADORES I,default
40678,ENGENHARIA DE SOFTWARE III,default
40560,SEGURANÇA E AUDITORIA DE SISTEMAS,default
29841,ALGORITMOS E ESTRUTURAS DE DADOS II,default
29840,CULTURA RELIGIOSA I,default
29842,FÍSICA PARA COMPUTAÇÃO,default
29611,SEMINÁRIOS IV,default
29850,INICIAÇÃO À PESQUISA EM CIÊNCIA DA COMPUTAÇÃO,default
29605,MATEMÁTICA DISCRETA II,default
26029,ANÁLISE VETORIAL E GEOMETRIA ANALÍTICA (AVGA) (Virtual),default
29844,ARQUITETURA DE COMPUTADORES I,default
29612,SEMINÁRIOS V,default
46918,INTERAÇÃO HOMEM-COMPUTADOR (Virtual),default
44332,OTIMIZAÇÃO DE SISTEMAS,default
46857,REDES DE COMPUTADORES (Virtual),default
40528,CÁLCULO DIFERENCIAL E INTEGRAL I,default
40351,CÁLCULO DIFERENCIAL E INTEGRAL II,default
40547,COMPILADORES,default
40361,SEMINÁRIOS VII,default
41923,TRABALHO DE DIPLOMAÇÃO I,default
40362,SEMINÁRIOS VIII,default
40561,TÓPICOS EM COMPUTAÇÃO II,default
40565,MODELAGEM E AVALIAÇÃO DE DESEMPENHO,default
41924,TRABALHO DE DIPLOMAÇÃO II,default
50168,FILOSOFIA: ANTROPOLOGIA E ÉTICA,default
48110,EMPREENDEDORISMO E PLANO DE NEGÓCIOS (Virtual),default
18542,ALGORITMOS E ESTRUTURAS DE DADOS I,default
18545,FILOSOFIA I,default
18548,INTRODUÇÃO À ENGENHARIA DE COMPUTAÇÃO,default
18543,LABORATÓRIO DE ALGORITMOS E ESTRUTURA DE DADOS I,default
18549,SEMINÁRIOS I,default
18794,LABORATÓRIO DE ALGORITMOS E ESTRUTURAS DE DADOS II,default
18793,ALGORITMOS E ESTRUTURAS DE DADOS II,default
18815,INTRODUÇÃO À PESQUISA EM ENGENHARIA DE COMPUTAÇÃO,default
18810,SEMINÁRIOS III,default
18820,SEMINÁRIOS IV,default
29025,BANCOS DE DADOS,default
29032,FILOSOFIA II,default
29013,LABORATÓRIO DE SISTEMAS LÓGICOS,default
29047,CULTURA RELIGIOSA I,default
36589,ALGORITMOS E ESTRUTURAS DE DADOS III,default
29015,ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES I,default
29016,LABORATÓRIO DE ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES,default
29024,ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES II,default
29054,COMPUTADORES E SOCIEDADE,default
36239,CONCEITOS E PARADIGMAS DE LINGUAGENS DE PROGRAMAÇÃO,default
29037,LABORATÓRIO DE SISTEMAS OPERACIONAIS,default
29036,SISTEMAS OPERACIONAIS,default
39922,LABORATÓRIO DE REDES DE COMPUTADORES,default
45643,REDES DE COMPUTADORES,default
45645,SISTEMAS DISTRIBUÍDOS,default
39920,PROCESSAMENTO DIGITAL DE IMAGENS,default
44326,ALGORITMOS EM GRAFOS,default
18800,QUÍMICA EXPERIMENTAL,default
18801,SEMINÁRIOS II,default
18806,DESENHO,default
18799,QUÍMICA,default
29017,CIÊNCIAS DO AMBIENTE,default
28823,FUNDAMENTOS MATEMÁTICOS PARA COMPUTAÇÃO,default
29023,SEMINÁRIOS V,default
29012,SISTEMAS LÓGICOS,default
29048,ENGENHARIA DE SOFTWARE,default
29871,COMPUTADORES E SOCIEDADE,default
51874,MATEMÁTICA DISCRETA,default
47523,DISCIPLINA DO GRUPO TEMÁTICO I - LEITURA E ESCRITA,default
43949,HISTÓRIA DAS CIVILIZAÇÕES ORIENTAIS,default
47538,HISTÓRIA E CULTURA AFRODESCENDENTE E INDÍGENA,default
47540,INTRODUÇÃO AO ESTUDO DA HISTÓRIA,default
47529,LABORATÓRIOS DE PRÁTICAS DE PESQUISA: MEMÓRIA E IDENTIDADE,default
47537,METODOLOGIA DE PESQUISA: MEMÓRIA E IDENTIDADE,default
47522,"SEMINÁRIO DE INTEGRAÇÃO CURRICULAR COMUM: IDENTIDADE, TEMPO E ESPAÇO",default
34276,FUNDAMENTOS DE CÁLCULO,default
34275,GEOMETRIA ANALÍTICA,default
28825,INTRODUÇÃO À ENGENHARIA DE COMPUTAÇÃO,default
34277,MATEMÁTICA DISCRETA I,default
34849,CÁLCULO I,default
34853,LABORATÓRIO DE ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES I,default
36234,CÁLCULO III,default
29845,ESTATÍSTICA E PROBABILIDADE,default
35367,QUÍMICA,default
35368,QUÍMICA EXPERIMENTAL,default
28992,FÍSICA EXPERIMENTAL I,default
36586,ALGORITMOS E ESTRUTURAS DE DADOS I,default
28820,LABORATÓRIO DE ALGORITMOS E ESTRUTURA DE DADOS I,default
46711,GEOMETRIA ANALÍTICA,default
48292,CALCULO I,default
47360,ESTATÍSTICA E PROBABILIDADE (Virtual),default
47432,COMPUTAÇÃO GRÁFICA,default
48096,FILOSOFIA: ANTROPOLOGIA E ÉTICA (Virtual),default
45356,ESTATÍSTICA E PROBABILIDADE,default
44715,QUÍMICA,default
29836,CÁLCULO DIFERENCIAL E INTEGRAL I,default
19577,SEMINÁRIOS I,default
19578,SEMINÁRIOS II,default
45656,FILOSOFIA: RAZÃO E MODERNIDADE (Virtual),default
19579,SEMINÁRIOS III,default
16293,ARQUITETURA DE COMPUTADORES II,default
16305,BANCOS DE DADOS I,default
16313,BANCOS DE DADOS II,default
16300,COMPILADORES,default
16309,COMPUTAÇÃO GRÁFICA,default
16318,COMPUTADORES E SOCIEDADE,default
16319,EMPREENDEDORISMO,default
16307,ENGENHARIA DE SOFTWARE,default
16291,GRAFOS E TEORIA DA COMPLEXIDADE,default
16303,INTELIGÊNCIA ARTIFICIAL,default
16294,PROCESSAMENTO DE IMAGENS DIGITAIS,default
16308,PROGRAMAÇÃO CONCORRENTE E DISTRIBUÍDA,default
16311,PROGRAMAÇÃO ORIENTADA POR OBJETOS,default
16302,PROJETO DE SISTEMAS,default
16304,REDES DE COMPUTADORES I,default
16310,REDES DE COMPUTADORES II,default
16299,SISTEMAS OPERACIONAIS,default
16316,TÓPICOS EM SISTEMAS DE INFORMAÇÃO,default
16228,ALGORITMOS E ESTRUTURAS DE DADOS I,default
16233,FILOSOFIA I,default
16232,INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO,default
16231,MATEMÁTICA DISCRETA,default
16271,ALGORITMOS E ESTRUTURAS DE DADOS II,default
16230,CÁLCULO DIFERENCIAL E INTEGRAL I,default
16274,CULTURA RELIGIOSA I,default
16288,ESTATÍSTICA E PROBABILIDADE,default
16229,GEOMETRIA ANALÍTICA,default
